adm0_name,mkt_name,cm_name,mp_price,date,um_name,Gradient
Honduras,National Average,Maize flour (white),5561.211626427193,2012-9,KG,-165.27776026321044
Honduras,National Average,Maize flour (white),5706.383817478503,2012-10,KG,145.17219105131062
Honduras,National Average,Maize flour (white),5802.745972490166,2012-11,KG,96.36215501166316
Honduras,National Average,Maize flour (white),5612.897753435282,2012-12,KG,-189.8482190548848
Honduras,National Average,Maize flour (white),5898.775389030456,2013-1,KG,285.87763559517407
Honduras,National Average,Maize flour (white),5880.154874349552,2013-2,KG,-18.620514680903398
Honduras,National Average,Maize flour (white),5854.311530151248,2013-3,KG,-25.843344198304294
Honduras,National Average,Maize flour (white),5829.834470280447,2013-4,KG,-24.477059870800986
Honduras,National Average,Maize flour (white),5965.18475895024,2013-5,KG,135.35028866979337
Honduras,National Average,Maize flour (white),6135.886152500065,2013-6,KG,170.7013935498244
Honduras,National Average,Maize flour (white),6037.383840174208,2013-7,KG,-98.50231232585702
Honduras,National Average,Maize flour (white),6073.910662200202,2013-8,KG,36.52682202599408
Honduras,National Average,Rice (milled 80-20),6405.208382461602,2007-9,KG,-3.096240376274768
Honduras,National Average,Rice (milled 80-20),6666.675938917683,2007-10,KG,261.4675564560812
Honduras,National Average,Rice (milled 80-20),6038.421436802266,2007-11,KG,-628.2545021154174
Honduras,National Average,Rice (milled 80-20),5769.333649581032,2007-12,KG,-269.08778722123407
Honduras,National Average,Rice (milled 80-20),6008.929036696918,2008-1,KG,239.5953871158863
Honduras,National Average,Rice (milled 80-20),6000.342673416722,2008-2,KG,-8.586363280195656
Honduras,National Average,Rice (milled 80-20),5351.265614638267,2008-3,KG,-649.0770587784555
Honduras,National Average,Rice (milled 80-20),5042.990222222223,2008-4,KG,-308.27539241604427
Honduras,National Average,Rice (milled 80-20),4732.377965366522,2008-5,KG,-310.61225685570025
Honduras,National Average,Rice (milled 80-20),4674.503604456739,2008-6,KG,-57.87436090978372
Honduras,National Average,Rice (milled 80-20),4303.197293703005,2008-7,KG,-371.30631075373367
Honduras,National Average,Rice (milled 80-20),4342.591354666857,2008-8,KG,39.3940609638521
Honduras,National Average,Rice (milled 80-20),3818.253035292851,2008-9,KG,-524.338319374006
Honduras,National Average,Rice (milled 80-20),4048.8456570298963,2008-10,KG,230.5926217370452
Honduras,National Average,Rice (milled 80-20),4057.851972648986,2008-11,KG,9.006315619089492
Honduras,National Average,Rice (milled 80-20),4362.660747287448,2008-12,KG,304.80877463846264
Honduras,National Average,Rice (milled 80-20),4327.842836523675,2009-1,KG,-34.8179107637734
Honduras,National Average,Rice (milled 80-20),4322.320567688917,2009-2,KG,-5.522268834757597
Honduras,National Average,Rice (milled 80-20),4420.751512806458,2009-3,KG,98.43094511754043
Honduras,National Average,Rice (milled 80-20),4445.4540541709,2009-4,KG,24.702541364442368
Honduras,National Average,Rice (milled 80-20),4517.6543959892515,2009-5,KG,72.20034181835126
Honduras,National Average,Rice (milled 80-20),4787.650886403055,2009-6,KG,269.99649041380326
Honduras,National Average,Rice (milled 80-20),4801.997797374573,2009-7,KG,14.3469109715179
Honduras,National Average,Rice (milled 80-20),4816.197461820754,2009-8,KG,14.199664446181487
Honduras,National Average,Rice (milled 80-20),4815.143089611735,2009-9,KG,-1.0543722090187657
Honduras,National Average,Rice (milled 80-20),4881.28908985177,2009-10,KG,66.14600024003448
Honduras,National Average,Rice (milled 80-20),4899.605698901675,2009-11,KG,18.31660904990531
Honduras,National Average,Rice (milled 80-20),5019.384736462363,2009-12,KG,119.77903756068872
Honduras,National Average,Rice (milled 80-20),5139.163774023053,2010-1,KG,119.77903756068872
Honduras,National Average,Rice (milled 80-20),5129.485616330867,2010-2,KG,-9.678157692185778
Honduras,National Average,Rice (milled 80-20),5125.216510264638,2010-3,KG,-4.269106066229142
Honduras,National Average,Rice (milled 80-20),5275.581987261463,2010-4,KG,150.36547699682524
Honduras,National Average,Rice (milled 80-20),5336.645675660063,2010-5,KG,61.06368839859988
Honduras,National Average,Rice (milled 80-20),5430.938534490472,2010-6,KG,94.29285883040939
Honduras,National Average,Rice (milled 80-20),5606.150902943844,2010-7,KG,175.2123684533717
Honduras,National Average,Rice (milled 80-20),5681.922362034153,2010-8,KG,75.77145909030878
Honduras,National Average,Rice (milled 80-20),5839.399446858949,2010-9,KG,157.4770848247963
Honduras,National Average,Rice (milled 80-20),5957.311499313014,2010-10,KG,117.9120524540649
Honduras,National Average,Rice (milled 80-20),5017.431246826549,2010-11,KG,-939.880252486465
Honduras,National Average,Rice (milled 80-20),4870.247264268882,2010-12,KG,-147.18398255766715
Honduras,National Average,Rice (milled 80-20),4892.36609002458,2011-1,KG,22.11882575569871
Honduras,National Average,Rice (milled 80-20),5190.234623072489,2011-2,KG,297.8685330479084
Honduras,National Average,Rice (milled 80-20),5306.744864525202,2011-3,KG,116.51024145271276
